region,alameda,santa_clara,san_mateo,contra_costa,marin,monterey,sonoma,solano,napa,san_francisco,resource,free,provider_name,provider_addloc,address,city,state,zip,lat,lon,contact,call_in_advance,email,cuisine,instructions,offers,notes,notes_es,web_link,web_link_es,twitter,instagram,facebook,local,status,temp_closed,mon,tues,wed,thr,fri,sat,sun,sp_mon,sp_tues,sp_wed,sp_thr,sp_fri,sp_sat,sp_sun,special_hours,must_preorder,pay_at_pickup,in_store_pickup,catering,curbside_pickup,drive_thru,delivery,farm_pickup,farmers_market,business_closed,discount_medical,meal_student,meal_senior,meal_public,family_meal,free_produce,free_groceries,public,seniors,children,homeless,clients,uninsured,residents,immigrants,low income,women,disabled,health_provider,native_american,ebt_online,ebt_phone,legal_housing,legal_worker_protection,legal_healthcare,legal_immigration,legal_criminal,legal_domviolence,legal_contracts,legal_protester_defense,evict_end_date,week_1,week_2,week_3,week_4,week_5,SNAP,WIC,WIC_only_store,quality_check_complete,updated_by,in_person,telehealth,telelegal,sliding_scale,financial_assistance,accepts_medical,med_testing,med_primary_care,med_pediatrics,med_senior,med_women,med_urgent_care,med_dental,med_vision,med_pharmacy,med_benefit,med_mental_health,med_hotline,med_domestic violence,med_addiction,must_show_id,benefits_enrollment,bob,apply_online,apply_phone,cash_type_grant,cash_type_loan,fast_disbursement,fin_general,fin_grocery,fin_housing,fin_legal,fin_medical,fin_utilities,hotline,eviction,dv_medical,dv_mental_health,dv_housing,dv_legal,dv_crisis,dv_referrals
san_mateo_county,0,0,1,0,0,0,0,0,0,0,,0,One Stop Market,,1493 E Bayshore Rd,East Palo Alto,CA,94303,37.462875,-122.14422,(650) 321-4146 NA,0,,,,,NA,NA,https://www.facebook.com/pages/category/Convenience-Store/One-Stop-Market-804613849880922/,,,,,0,1,0,6:00 am - 11:00 pm,6:00 am - 11:00 pm,6:00 am - 11:00 pm,6:00 am - 11:00 pm,6:00 am - 11:00 pm,6:00 am - 12:00 am,8:00 am - 11:00 pm,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,MM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
san_mateo_county,0,0,1,0,0,0,0,0,0,0,,0,Garden Market,,1933 Pulgas Ave,East Palo Alto,CA,94303,37.455166,-122.12993,(650) 323-7626 NA,0,,,,,NA,NA,https://www.facebook.com/pages/category/Convenience-Store/One-Stop-Market-804613849880922/,,,,,0,1,0,6:00 am - 11:00 pm,6:00 am - 11:00 pm,6:00 am - 11:00 pm,6:00 am - 11:00 pm,6:00 am - 12:00 am,6:00 am - 12:00 am,8:00 am - 11:00 pm,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,MM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
san_mateo_county,0,0,1,0,0,0,0,0,0,0,,0,Target 3265,,1775 E Bayshore Rd,East Palo Alto,CA,94303,37.458858,-122.1373,(650) 388-7949 NA,0,,,,,NA,NA,https://www.target.com/sl/east-palo-alto-ca/3265,,,,,0,1,0,7:00 am - 9:00 pm,7:00 am - 9:00 pm,7:00 am - 9:00 pm,7:00 am - 9:00 pm,7:00 am - 9:00 pm,8:00 am -  9:00 pm,8:00 am -  9:00 pm,0,7:00 am - 8:00 am,7:00 am - 8:00 am,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,MM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
san_mateo_county,0,0,1,0,0,0,0,0,0,0,,0,The Market At Edgewood,,2170 W Bayshore Rd,East Palo Alto,CA,94303,37.462952,-122.14575,(650) 665-7590 NA,0,,,,,"PLEASE ALLOW A 4-6 HOUR TURNAROUND (MAY BE LONGER DURING HIGH VOLUME TIMES). ORDERS PLACED AFTER 3PM FOR PICK-UP AND 12PM FOR DELIVERY MAY GET FILLED THE NEXT DAY, DEPENDING ON ORDER VOLUME. For deliveries, there’s a $50 minimum order size. A 15% personal shopping fee will apply to all orders, and for deliveries a flat $15 delivery fee for 5 mile radius (extra fees may apply for further distances). We’re doing our best for our community, however please note there are high labor costs associated with this service. Please consider picking up curb-side (or sending a friend/neighbor to pick up) to minimize charges if that’s important for you.",NA,https://www.marketatedgewood.com/,,,,,0,1,0,9:00 am - 8:00 pm,9:00 am - 8:00 pm,9:00 am - 8:00 pm,9:00 am - 8:00 pm,9:00 am - 8:00 pm,9:00 am - 8:00 pm,9:00 am - 8:00 pm,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,MM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
san_mateo_county,0,0,1,0,0,0,0,0,0,0,,0,Pal Market,,2398 University Ave,East Palo Alto,CA,94303,37.471428,-122.13942,(650) 321-4163 NA,0,,,,,NA,NA,https://www.facebook.com/palmarket94303/,,,,,0,1,0,9:00 am - 8:00 pm,9:00 am - 8:00 pm,9:00 am - 8:00 pm,9:00 am - 8:00 pm,9:00 am - 8:00 pm,9:00 am - 8:00 pm,9:00 am - 8:00 pm,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,MM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
san_mateo_county,0,0,1,0,0,0,0,0,0,0,,0,Charlies Market,,1441 E Bayshore Rd,East Palo Alto,CA,94303,37.463184,-122.14483,(650) 325-6868 NA,0,,,,,NA,NA,https://www.facebook.com/pages/Charlies-Market/155353684501940,,,,,0,1,0,0,10:00 am - 4:00 pm,10:00 am - 4:00 pm,10:00 am - 4:00 pm,10:00 am - 4:00 pm,10:00 am - 4:00 pm,10:00 am - 4:00 pm,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
san_mateo_county,0,0,1,0,0,0,0,0,0,0,,0,"Country Time Market, LLC",,2200 University Ave,East Palo Alto,CA,94303,37.465874,-122.1415,(650) 322-6919 NA,0,,,,,NA,NA,NA,,,,,0,1,0,9:00 am - 8:00 pm,9:00 am - 8:00 pm,9:00 am - 8:00 pm,9:00 am - 8:00 pm,9:00 am - 8:00 pm,9:00 am - 8:00 pm,9:00 am - 8:00 pm,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,MM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
san_mateo_county,0,0,1,0,0,0,0,0,0,0,,0,La Estrellita Market,,2387 University Ave,East Palo Alto,CA,94303,37.470959,-122.13992,(650) 328-0799 NA,0,,,,,NA,NA,NA,,,,,0,1,0,8:00 am - 7:00 pm,8:00 am - 7:00 pm,8:00 am - 7:00 pm,8:00 am - 7:00 pm,8:00 am - 7:00 pm,8:00 am - 7:00 pm,8:00 am - 7:00 pm,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
san_mateo_county,0,0,1,0,0,0,0,0,0,0,,0,Cardenas 215,,1731 E Bayshore Rd,East Palo Alto,CA,94303,37.459408,-122.1379,(650) 248-2171 NA,0,,,,,NA,NA,https://locations.cardenasmarkets.com/ll/US/CA/East-Palo-Alto/1731-E-Bayshore-Rd,,,,,0,1,0,8:00 am - 9:00 pm,8:00 am - 9:00 pm,8:00 am - 9:00 pm,8:00 am - 9:00 pm,8:00 am - 9:00 pm,8:00 am - 9:00 pm,8:00 am - 9:00 pm,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,MM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
san_mateo_county,0,0,1,0,0,0,0,0,0,0,,0,La Tiendita,,510 Oconnor St,East Palo Alto,CA,94303,37.460369,-122.14378,(650) 853-0632 NA,0,,,,,NA,NA,https://www.facebook.com/pages/category/Farmers-Market/La-Tiendita-Market-213656429055580/,,,,,0,1,0,7:00 am - 8:00 pm,7:00 am - 8:00 pm,7:00 am - 8:00 pm,7:00 am - 8:00 pm,7:00 am - 8:00 pm,7:00 am - 8:00 pm,7:00 am - 8:00 pm,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
